User_ID (FK),Type_user,MainCluster_ID,MainCluster_Description
97492,free,7,"Potential, Skimming Listeners"
97559,free,7,"Potential, Skimming Listeners"
97575,free,7,"Potential, Skimming Listeners"
97583,free,7,"Potential, Skimming Listeners"
97589,free,7,"Potential, Skimming Listeners"
97606,free,7,"Potential, Skimming Listeners"
97632,free,7,"Potential, Skimming Listeners"
97649,free,7,"Potential, Skimming Listeners"
97663,free,7,"Potential, Skimming Listeners"
97676,free,7,"Potential, Skimming Listeners"
97694,free,7,"Potential, Skimming Listeners"
97701,free,7,"Potential, Skimming Listeners"
97748,free,7,"Potential, Skimming Listeners"
97755,free,7,"Potential, Skimming Listeners"
97759,free,7,"Potential, Skimming Listeners"
97795,free,7,"Potential, Skimming Listeners"
97812,free,7,"Potential, Skimming Listeners"
97849,free,7,"Potential, Skimming Listeners"
97866,free,7,"Potential, Skimming Listeners"
97898,free,7,"Potential, Skimming Listeners"
97931,free,7,"Potential, Skimming Listeners"
97960,free,7,"Potential, Skimming Listeners"
97981,free,7,"Potential, Skimming Listeners"
97992,free,7,"Potential, Skimming Listeners"
97993,free,7,"Potential, Skimming Listeners"
98047,free,7,"Potential, Skimming Listeners"
98056,free,7,"Potential, Skimming Listeners"
98064,free,7,"Potential, Skimming Listeners"
98080,free,7,"Potential, Skimming Listeners"
98092,free,7,"Potential, Skimming Listeners"
98121,free,7,"Potential, Skimming Listeners"
98206,free,7,"Potential, Skimming Listeners"
98212,free,7,"Potential, Skimming Listeners"
98218,free,7,"Potential, Skimming Listeners"
98219,free,7,"Potential, Skimming Listeners"
98245,free,7,"Potential, Skimming Listeners"
98246,free,7,"Potential, Skimming Listeners"
98312,free,7,"Potential, Skimming Listeners"
98315,free,7,"Potential, Skimming Listeners"
98319,free,7,"Potential, Skimming Listeners"
98350,free,7,"Potential, Skimming Listeners"
98351,free,7,"Potential, Skimming Listeners"
98402,free,7,"Potential, Skimming Listeners"
98407,free,7,"Potential, Skimming Listeners"
98412,free,7,"Potential, Skimming Listeners"
98444,free,7,"Potential, Skimming Listeners"
98528,free,7,"Potential, Skimming Listeners"
98539,free,7,"Potential, Skimming Listeners"
98542,free,7,"Potential, Skimming Listeners"
98544,free,7,"Potential, Skimming Listeners"
98550,free,7,"Potential, Skimming Listeners"
98570,free,7,"Potential, Skimming Listeners"
98579,free,7,"Potential, Skimming Listeners"
98597,free,7,"Potential, Skimming Listeners"
98634,free,7,"Potential, Skimming Listeners"
98636,free,7,"Potential, Skimming Listeners"
98644,free,7,"Potential, Skimming Listeners"
98645,free,7,"Potential, Skimming Listeners"
98656,free,7,"Potential, Skimming Listeners"
98694,free,7,"Potential, Skimming Listeners"
98764,free,7,"Potential, Skimming Listeners"
98780,free,7,"Potential, Skimming Listeners"
98786,free,7,"Potential, Skimming Listeners"
98815,free,7,"Potential, Skimming Listeners"
98885,free,7,"Potential, Skimming Listeners"
98906,free,7,"Potential, Skimming Listeners"
98923,free,7,"Potential, Skimming Listeners"
98924,free,7,"Potential, Skimming Listeners"
98929,free,7,"Potential, Skimming Listeners"
98930,free,7,"Potential, Skimming Listeners"
98932,free,7,"Potential, Skimming Listeners"
98938,free,7,"Potential, Skimming Listeners"
98948,free,7,"Potential, Skimming Listeners"
98958,free,7,"Potential, Skimming Listeners"
98970,free,7,"Potential, Skimming Listeners"
98984,free,7,"Potential, Skimming Listeners"
98988,free,7,"Potential, Skimming Listeners"
99003,free,7,"Potential, Skimming Listeners"
99024,free,7,"Potential, Skimming Listeners"
99065,free,7,"Potential, Skimming Listeners"
99135,free,7,"Potential, Skimming Listeners"
99160,free,7,"Potential, Skimming Listeners"
99163,free,7,"Potential, Skimming Listeners"
99188,free,7,"Potential, Skimming Listeners"
99194,free,7,"Potential, Skimming Listeners"
99204,free,7,"Potential, Skimming Listeners"
99241,free,7,"Potential, Skimming Listeners"
99254,free,7,"Potential, Skimming Listeners"
99260,free,7,"Potential, Skimming Listeners"
99364,free,7,"Potential, Skimming Listeners"
99366,free,7,"Potential, Skimming Listeners"
99390,free,7,"Potential, Skimming Listeners"
99394,free,7,"Potential, Skimming Listeners"
99399,free,7,"Potential, Skimming Listeners"
99400,free,7,"Potential, Skimming Listeners"
99437,free,7,"Potential, Skimming Listeners"
99443,free,7,"Potential, Skimming Listeners"
99465,free,7,"Potential, Skimming Listeners"
99503,free,7,"Potential, Skimming Listeners"
99519,free,7,"Potential, Skimming Listeners"
99520,free,7,"Potential, Skimming Listeners"
99582,free,7,"Potential, Skimming Listeners"
99618,free,7,"Potential, Skimming Listeners"
99631,free,7,"Potential, Skimming Listeners"
99638,free,7,"Potential, Skimming Listeners"
99641,free,7,"Potential, Skimming Listeners"
99685,free,7,"Potential, Skimming Listeners"
99719,free,7,"Potential, Skimming Listeners"
99777,free,7,"Potential, Skimming Listeners"
99811,free,7,"Potential, Skimming Listeners"
99835,free,7,"Potential, Skimming Listeners"
99845,free,7,"Potential, Skimming Listeners"
99847,free,7,"Potential, Skimming Listeners"
99849,free,7,"Potential, Skimming Listeners"
99860,free,7,"Potential, Skimming Listeners"
99901,free,7,"Potential, Skimming Listeners"
99910,free,7,"Potential, Skimming Listeners"
99912,free,7,"Potential, Skimming Listeners"
99916,free,7,"Potential, Skimming Listeners"
100055,free,7,"Potential, Skimming Listeners"
100074,free,7,"Potential, Skimming Listeners"
100091,free,7,"Potential, Skimming Listeners"
100096,free,7,"Potential, Skimming Listeners"
100107,free,7,"Potential, Skimming Listeners"
100108,free,7,"Potential, Skimming Listeners"
100125,free,7,"Potential, Skimming Listeners"
100151,free,7,"Potential, Skimming Listeners"
100156,free,7,"Potential, Skimming Listeners"
100168,free,7,"Potential, Skimming Listeners"
100176,free,7,"Potential, Skimming Listeners"
100191,free,7,"Potential, Skimming Listeners"
100226,free,7,"Potential, Skimming Listeners"
100266,free,7,"Potential, Skimming Listeners"
100268,free,7,"Potential, Skimming Listeners"
100285,free,7,"Potential, Skimming Listeners"
100305,free,7,"Potential, Skimming Listeners"
100356,free,7,"Potential, Skimming Listeners"
100393,free,7,"Potential, Skimming Listeners"
100398,free,7,"Potential, Skimming Listeners"
100417,free,7,"Potential, Skimming Listeners"
100424,free,7,"Potential, Skimming Listeners"
100425,free,7,"Potential, Skimming Listeners"
100429,free,7,"Potential, Skimming Listeners"
100494,free,7,"Potential, Skimming Listeners"
100516,free,7,"Potential, Skimming Listeners"
100519,free,7,"Potential, Skimming Listeners"
100543,free,7,"Potential, Skimming Listeners"
100545,free,7,"Potential, Skimming Listeners"
100550,free,7,"Potential, Skimming Listeners"
100564,free,7,"Potential, Skimming Listeners"
100573,free,7,"Potential, Skimming Listeners"
100586,free,7,"Potential, Skimming Listeners"
100651,free,7,"Potential, Skimming Listeners"
100658,free,7,"Potential, Skimming Listeners"
100691,free,7,"Potential, Skimming Listeners"
100715,free,7,"Potential, Skimming Listeners"
100756,free,7,"Potential, Skimming Listeners"
100781,free,7,"Potential, Skimming Listeners"
100794,free,7,"Potential, Skimming Listeners"
100821,free,7,"Potential, Skimming Listeners"
100862,free,7,"Potential, Skimming Listeners"
100873,free,7,"Potential, Skimming Listeners"
100875,free,7,"Potential, Skimming Listeners"
100885,free,7,"Potential, Skimming Listeners"
100886,free,7,"Potential, Skimming Listeners"
100901,free,7,"Potential, Skimming Listeners"
100967,free,7,"Potential, Skimming Listeners"
100971,free,7,"Potential, Skimming Listeners"
100976,free,7,"Potential, Skimming Listeners"
100998,free,7,"Potential, Skimming Listeners"
101013,free,7,"Potential, Skimming Listeners"
101148,free,7,"Potential, Skimming Listeners"
101158,free,7,"Potential, Skimming Listeners"
101181,free,7,"Potential, Skimming Listeners"
101182,free,7,"Potential, Skimming Listeners"
101208,free,7,"Potential, Skimming Listeners"
101291,free,7,"Potential, Skimming Listeners"
101310,free,7,"Potential, Skimming Listeners"
101314,free,7,"Potential, Skimming Listeners"
101338,free,7,"Potential, Skimming Listeners"
101362,free,7,"Potential, Skimming Listeners"
101378,free,7,"Potential, Skimming Listeners"
101412,free,7,"Potential, Skimming Listeners"
101428,free,7,"Potential, Skimming Listeners"
101433,free,7,"Potential, Skimming Listeners"
101439,free,7,"Potential, Skimming Listeners"
101457,free,7,"Potential, Skimming Listeners"
101479,free,7,"Potential, Skimming Listeners"
101520,free,7,"Potential, Skimming Listeners"
101527,free,7,"Potential, Skimming Listeners"
101549,free,7,"Potential, Skimming Listeners"
101562,free,7,"Potential, Skimming Listeners"
101593,free,7,"Potential, Skimming Listeners"
101597,free,7,"Potential, Skimming Listeners"
101620,free,7,"Potential, Skimming Listeners"
101622,free,7,"Potential, Skimming Listeners"
101662,free,7,"Potential, Skimming Listeners"
101667,free,7,"Potential, Skimming Listeners"
101705,free,7,"Potential, Skimming Listeners"
101771,free,7,"Potential, Skimming Listeners"
101798,free,7,"Potential, Skimming Listeners"
101805,free,7,"Potential, Skimming Listeners"
101834,free,7,"Potential, Skimming Listeners"
101869,free,7,"Potential, Skimming Listeners"
101907,free,7,"Potential, Skimming Listeners"
101908,free,7,"Potential, Skimming Listeners"
101950,free,7,"Potential, Skimming Listeners"
101967,free,7,"Potential, Skimming Listeners"
101971,free,7,"Potential, Skimming Listeners"
101973,free,7,"Potential, Skimming Listeners"
101992,free,7,"Potential, Skimming Listeners"
102000,free,7,"Potential, Skimming Listeners"
102014,free,7,"Potential, Skimming Listeners"
102064,free,7,"Potential, Skimming Listeners"
102091,free,7,"Potential, Skimming Listeners"
102111,free,7,"Potential, Skimming Listeners"
102115,free,7,"Potential, Skimming Listeners"
102124,free,7,"Potential, Skimming Listeners"
102127,free,7,"Potential, Skimming Listeners"
102209,free,7,"Potential, Skimming Listeners"
102239,free,7,"Potential, Skimming Listeners"
102246,free,7,"Potential, Skimming Listeners"
102280,free,7,"Potential, Skimming Listeners"
102354,free,7,"Potential, Skimming Listeners"
102418,free,7,"Potential, Skimming Listeners"
102478,free,7,"Potential, Skimming Listeners"
102493,free,7,"Potential, Skimming Listeners"
102508,free,7,"Potential, Skimming Listeners"
102548,free,7,"Potential, Skimming Listeners"
102562,free,7,"Potential, Skimming Listeners"
102593,free,7,"Potential, Skimming Listeners"
102597,free,7,"Potential, Skimming Listeners"
102602,free,7,"Potential, Skimming Listeners"
102604,free,7,"Potential, Skimming Listeners"
102605,free,7,"Potential, Skimming Listeners"
102607,free,7,"Potential, Skimming Listeners"
102625,free,7,"Potential, Skimming Listeners"
102667,free,7,"Potential, Skimming Listeners"
102696,free,7,"Potential, Skimming Listeners"
102745,free,7,"Potential, Skimming Listeners"
102767,free,7,"Potential, Skimming Listeners"
102775,free,7,"Potential, Skimming Listeners"
102829,free,7,"Potential, Skimming Listeners"
102834,free,7,"Potential, Skimming Listeners"
102877,free,7,"Potential, Skimming Listeners"
102879,free,7,"Potential, Skimming Listeners"
102911,free,7,"Potential, Skimming Listeners"
102915,free,7,"Potential, Skimming Listeners"
102937,free,7,"Potential, Skimming Listeners"
102942,free,7,"Potential, Skimming Listeners"
102986,free,7,"Potential, Skimming Listeners"
103021,free,7,"Potential, Skimming Listeners"
103026,free,7,"Potential, Skimming Listeners"
103056,free,7,"Potential, Skimming Listeners"
103079,free,7,"Potential, Skimming Listeners"
103106,free,7,"Potential, Skimming Listeners"
103109,free,7,"Potential, Skimming Listeners"
103195,free,7,"Potential, Skimming Listeners"
103234,free,7,"Potential, Skimming Listeners"
103244,free,7,"Potential, Skimming Listeners"
103259,free,7,"Potential, Skimming Listeners"
103260,free,7,"Potential, Skimming Listeners"
103274,free,7,"Potential, Skimming Listeners"
103303,free,7,"Potential, Skimming Listeners"
103319,free,7,"Potential, Skimming Listeners"
103327,free,7,"Potential, Skimming Listeners"
103328,free,7,"Potential, Skimming Listeners"
103344,free,7,"Potential, Skimming Listeners"
103358,free,7,"Potential, Skimming Listeners"
103369,free,7,"Potential, Skimming Listeners"
103415,free,7,"Potential, Skimming Listeners"
103456,free,7,"Potential, Skimming Listeners"
103498,free,7,"Potential, Skimming Listeners"
103518,free,7,"Potential, Skimming Listeners"
103521,free,7,"Potential, Skimming Listeners"
103527,free,7,"Potential, Skimming Listeners"
103531,free,7,"Potential, Skimming Listeners"
103556,free,7,"Potential, Skimming Listeners"
103571,free,7,"Potential, Skimming Listeners"
103577,free,7,"Potential, Skimming Listeners"
103598,free,7,"Potential, Skimming Listeners"
103618,free,7,"Potential, Skimming Listeners"
103634,free,7,"Potential, Skimming Listeners"
103700,free,7,"Potential, Skimming Listeners"
103704,free,7,"Potential, Skimming Listeners"
103705,free,7,"Potential, Skimming Listeners"
103728,free,7,"Potential, Skimming Listeners"
103746,free,7,"Potential, Skimming Listeners"
103751,free,7,"Potential, Skimming Listeners"
103758,free,7,"Potential, Skimming Listeners"
103759,free,7,"Potential, Skimming Listeners"
103798,free,7,"Potential, Skimming Listeners"
103800,free,7,"Potential, Skimming Listeners"
103858,free,7,"Potential, Skimming Listeners"
103880,free,7,"Potential, Skimming Listeners"
103886,free,7,"Potential, Skimming Listeners"
103903,free,7,"Potential, Skimming Listeners"
103907,free,7,"Potential, Skimming Listeners"
103960,free,7,"Potential, Skimming Listeners"
104053,free,7,"Potential, Skimming Listeners"
104056,free,7,"Potential, Skimming Listeners"
104102,free,7,"Potential, Skimming Listeners"
104105,free,7,"Potential, Skimming Listeners"
104132,free,7,"Potential, Skimming Listeners"
104141,free,7,"Potential, Skimming Listeners"
104156,free,7,"Potential, Skimming Listeners"
104197,free,7,"Potential, Skimming Listeners"
104206,free,7,"Potential, Skimming Listeners"
104218,free,7,"Potential, Skimming Listeners"
104228,free,7,"Potential, Skimming Listeners"
104281,free,7,"Potential, Skimming Listeners"
104283,free,7,"Potential, Skimming Listeners"
104286,free,7,"Potential, Skimming Listeners"
104348,free,7,"Potential, Skimming Listeners"
104369,free,7,"Potential, Skimming Listeners"
104372,free,7,"Potential, Skimming Listeners"
104374,free,7,"Potential, Skimming Listeners"
104395,free,7,"Potential, Skimming Listeners"
104401,free,7,"Potential, Skimming Listeners"
104416,free,7,"Potential, Skimming Listeners"
104426,free,7,"Potential, Skimming Listeners"
104434,free,7,"Potential, Skimming Listeners"
104451,free,7,"Potential, Skimming Listeners"
104475,free,7,"Potential, Skimming Listeners"
104532,free,7,"Potential, Skimming Listeners"
104564,free,7,"Potential, Skimming Listeners"
104578,free,7,"Potential, Skimming Listeners"
104597,free,7,"Potential, Skimming Listeners"
104598,free,7,"Potential, Skimming Listeners"
104606,free,7,"Potential, Skimming Listeners"
104625,free,7,"Potential, Skimming Listeners"
104636,free,7,"Potential, Skimming Listeners"
104657,free,7,"Potential, Skimming Listeners"
104661,free,7,"Potential, Skimming Listeners"
104668,free,7,"Potential, Skimming Listeners"
104686,free,7,"Potential, Skimming Listeners"
104697,free,7,"Potential, Skimming Listeners"
104726,free,7,"Potential, Skimming Listeners"
104747,free,7,"Potential, Skimming Listeners"
104754,free,7,"Potential, Skimming Listeners"
104773,free,7,"Potential, Skimming Listeners"
104774,free,7,"Potential, Skimming Listeners"
104812,free,7,"Potential, Skimming Listeners"
104821,free,7,"Potential, Skimming Listeners"
104837,free,7,"Potential, Skimming Listeners"
104839,free,7,"Potential, Skimming Listeners"
104851,free,7,"Potential, Skimming Listeners"
104865,free,7,"Potential, Skimming Listeners"
104866,free,7,"Potential, Skimming Listeners"
104873,free,7,"Potential, Skimming Listeners"
104889,free,7,"Potential, Skimming Listeners"
104916,free,7,"Potential, Skimming Listeners"
104946,free,7,"Potential, Skimming Listeners"
104977,free,7,"Potential, Skimming Listeners"
105013,free,7,"Potential, Skimming Listeners"
105024,free,7,"Potential, Skimming Listeners"
105065,free,7,"Potential, Skimming Listeners"
105113,free,7,"Potential, Skimming Listeners"
105127,free,7,"Potential, Skimming Listeners"
105150,free,7,"Potential, Skimming Listeners"
105194,free,7,"Potential, Skimming Listeners"
105249,free,7,"Potential, Skimming Listeners"
105255,free,7,"Potential, Skimming Listeners"
105317,free,7,"Potential, Skimming Listeners"
105359,free,7,"Potential, Skimming Listeners"
105374,free,7,"Potential, Skimming Listeners"
105453,free,7,"Potential, Skimming Listeners"
105518,free,7,"Potential, Skimming Listeners"
105526,free,7,"Potential, Skimming Listeners"
105541,free,7,"Potential, Skimming Listeners"
105544,free,7,"Potential, Skimming Listeners"
105619,free,7,"Potential, Skimming Listeners"
105632,free,7,"Potential, Skimming Listeners"
105654,free,7,"Potential, Skimming Listeners"
105675,free,7,"Potential, Skimming Listeners"
105684,free,7,"Potential, Skimming Listeners"
105687,free,7,"Potential, Skimming Listeners"
105693,free,7,"Potential, Skimming Listeners"
105720,free,7,"Potential, Skimming Listeners"
105760,free,7,"Potential, Skimming Listeners"
105778,free,7,"Potential, Skimming Listeners"
105815,free,7,"Potential, Skimming Listeners"
105855,free,7,"Potential, Skimming Listeners"
105861,free,7,"Potential, Skimming Listeners"
105912,free,7,"Potential, Skimming Listeners"
105930,free,7,"Potential, Skimming Listeners"
105934,free,7,"Potential, Skimming Listeners"
105979,free,7,"Potential, Skimming Listeners"
105993,free,7,"Potential, Skimming Listeners"
106027,free,7,"Potential, Skimming Listeners"
106046,free,7,"Potential, Skimming Listeners"
106070,free,7,"Potential, Skimming Listeners"
106084,free,7,"Potential, Skimming Listeners"
106094,free,7,"Potential, Skimming Listeners"
106105,free,7,"Potential, Skimming Listeners"
106116,free,7,"Potential, Skimming Listeners"
106121,free,7,"Potential, Skimming Listeners"
106135,free,7,"Potential, Skimming Listeners"
106137,free,7,"Potential, Skimming Listeners"
106156,free,7,"Potential, Skimming Listeners"
106211,free,7,"Potential, Skimming Listeners"
106216,free,7,"Potential, Skimming Listeners"
106235,free,7,"Potential, Skimming Listeners"
106250,free,7,"Potential, Skimming Listeners"
106251,free,7,"Potential, Skimming Listeners"
106291,free,7,"Potential, Skimming Listeners"
106295,free,7,"Potential, Skimming Listeners"
106318,free,7,"Potential, Skimming Listeners"
106355,free,7,"Potential, Skimming Listeners"
106359,free,7,"Potential, Skimming Listeners"
106372,free,7,"Potential, Skimming Listeners"
106412,free,7,"Potential, Skimming Listeners"
106481,free,7,"Potential, Skimming Listeners"
106486,free,7,"Potential, Skimming Listeners"
106495,free,7,"Potential, Skimming Listeners"
106516,free,7,"Potential, Skimming Listeners"
106534,free,7,"Potential, Skimming Listeners"
106558,free,7,"Potential, Skimming Listeners"
106561,free,7,"Potential, Skimming Listeners"
106580,free,7,"Potential, Skimming Listeners"
106582,free,7,"Potential, Skimming Listeners"
106589,free,7,"Potential, Skimming Listeners"
106591,free,7,"Potential, Skimming Listeners"
106594,free,7,"Potential, Skimming Listeners"
106596,free,7,"Potential, Skimming Listeners"
106606,free,7,"Potential, Skimming Listeners"
106625,free,7,"Potential, Skimming Listeners"
106627,free,7,"Potential, Skimming Listeners"
106649,free,7,"Potential, Skimming Listeners"
106662,free,7,"Potential, Skimming Listeners"
106669,free,7,"Potential, Skimming Listeners"
106681,free,7,"Potential, Skimming Listeners"
106695,free,7,"Potential, Skimming Listeners"
106700,free,7,"Potential, Skimming Listeners"
106723,free,7,"Potential, Skimming Listeners"
106745,free,7,"Potential, Skimming Listeners"
106765,free,7,"Potential, Skimming Listeners"
106801,free,7,"Potential, Skimming Listeners"
106807,free,7,"Potential, Skimming Listeners"
106829,free,7,"Potential, Skimming Listeners"
106877,free,7,"Potential, Skimming Listeners"
106882,free,7,"Potential, Skimming Listeners"
106890,free,7,"Potential, Skimming Listeners"
106900,free,7,"Potential, Skimming Listeners"
106911,free,7,"Potential, Skimming Listeners"
106991,free,7,"Potential, Skimming Listeners"
107014,free,7,"Potential, Skimming Listeners"
107022,free,7,"Potential, Skimming Listeners"
107026,free,7,"Potential, Skimming Listeners"
107055,free,7,"Potential, Skimming Listeners"
107058,free,7,"Potential, Skimming Listeners"
107064,free,7,"Potential, Skimming Listeners"
107068,free,7,"Potential, Skimming Listeners"
107080,free,7,"Potential, Skimming Listeners"
107118,free,7,"Potential, Skimming Listeners"
107120,free,7,"Potential, Skimming Listeners"
107169,free,7,"Potential, Skimming Listeners"
107202,free,7,"Potential, Skimming Listeners"
107209,free,7,"Potential, Skimming Listeners"
107217,free,7,"Potential, Skimming Listeners"
107219,free,7,"Potential, Skimming Listeners"
43212,free,2,Defrost
61420,free,4,Lost active user
64098,free,4,Lost active user
68683,free,4,Lost active user
68900,free,4,Lost active user
70101,free,4,Lost active user
74027,free,4,Lost active user
81739,free,4,Lost active user
93488,free,7,"Potential, Skimming Listeners"
93790,free,7,"Potential, Skimming Listeners"
95323,free,7,"Potential, Skimming Listeners"
98842,free,7,"Potential, Skimming Listeners"
101576,free,7,"Potential, Skimming Listeners"
103668,free,7,"Potential, Skimming Listeners"
104098,free,7,"Potential, Skimming Listeners"
40859,free,1,Hibernating
40873,free,1,Hibernating
40905,free,1,Hibernating
41135,free,1,Hibernating
41146,free,1,Hibernating
41149,free,1,Hibernating
41403,free,1,Hibernating
41455,free,1,Hibernating
41464,free,1,Hibernating
41546,free,1,Hibernating
42079,free,1,Hibernating
42248,free,1,Hibernating
42271,free,1,Hibernating
42327,free,1,Hibernating
42352,free,1,Hibernating
42383,free,1,Hibernating
42431,free,1,Hibernating
42759,free,1,Hibernating
43017,free,1,Hibernating
43090,free,1,Hibernating
43230,free,1,Hibernating
43264,free,1,Hibernating
43368,free,1,Hibernating
43376,free,1,Hibernating
43390,free,1,Hibernating
43422,free,1,Hibernating
43485,free,1,Hibernating
43545,free,1,Hibernating
43591,free,1,Hibernating
43610,free,1,Hibernating
43702,free,1,Hibernating
43820,free,1,Hibernating
43828,free,1,Hibernating
43916,free,1,Hibernating
44055,free,1,Hibernating
44093,free,1,Hibernating
44129,free,1,Hibernating
44145,free,1,Hibernating
44257,free,1,Hibernating
44316,free,1,Hibernating
44524,free,1,Hibernating
44585,free,1,Hibernating
44596,free,1,Hibernating
44885,free,1,Hibernating
44977,free,1,Hibernating
45053,free,1,Hibernating
45117,free,1,Hibernating
45338,free,1,Hibernating
45898,free,1,Hibernating
46296,free,1,Hibernating
46303,free,1,Hibernating
46314,free,1,Hibernating
46816,free,1,Hibernating
46829,free,1,Hibernating
47072,free,1,Hibernating
47234,free,1,Hibernating
47330,free,1,Hibernating
47754,free,1,Hibernating
47935,free,1,Hibernating
48049,free,1,Hibernating
48051,free,1,Hibernating
48091,free,1,Hibernating
48226,free,1,Hibernating
48295,free,1,Hibernating
48392,free,1,Hibernating
48632,free,1,Hibernating
48735,free,1,Hibernating
48823,free,1,Hibernating
48908,free,1,Hibernating
48987,free,1,Hibernating
49012,free,1,Hibernating
49139,free,1,Hibernating
49186,free,1,Hibernating
49288,free,1,Hibernating
49380,free,1,Hibernating
49479,free,1,Hibernating
49582,free,1,Hibernating
49826,free,1,Hibernating
49953,free,1,Hibernating
49963,free,1,Hibernating
49980,free,1,Hibernating
50076,free,1,Hibernating
50550,free,1,Hibernating
50607,free,1,Hibernating
50673,free,1,Hibernating
50918,free,1,Hibernating
51216,free,1,Hibernating
51217,free,1,Hibernating
51550,free,1,Hibernating
51579,free,1,Hibernating
51590,free,1,Hibernating
52445,free,1,Hibernating
52491,free,1,Hibernating
52600,free,1,Hibernating
52602,free,1,Hibernating
52719,free,1,Hibernating
52852,free,1,Hibernating
53193,free,1,Hibernating
53629,free,1,Hibernating
54003,free,1,Hibernating
54297,free,1,Hibernating
55055,free,1,Hibernating
56652,free,1,Hibernating
56884,free,1,Hibernating
57239,free,1,Hibernating
57874,free,1,Hibernating
58336,free,1,Hibernating
58894,free,1,Hibernating
59021,free,1,Hibernating
59973,free,1,Hibernating
60232,free,1,Hibernating
41059,free,3,Need Attention
41192,free,3,Need Attention
41327,free,3,Need Attention
41715,free,3,Need Attention
42297,free,3,Need Attention
42445,free,3,Need Attention
43488,free,3,Need Attention
43530,free,3,Need Attention
43710,free,3,Need Attention
43740,free,3,Need Attention
45450,free,3,Need Attention
45572,free,3,Need Attention
46581,free,3,Need Attention
46950,free,3,Need Attention
47236,free,3,Need Attention
47667,free,3,Need Attention
47692,free,3,Need Attention
48240,free,3,Need Attention
48400,free,3,Need Attention
48429,free,3,Need Attention
50271,free,3,Need Attention
50484,free,3,Need Attention
50679,free,3,Need Attention
50859,free,3,Need Attention
51053,free,3,Need Attention
51371,free,3,Need Attention
51405,free,3,Need Attention
51578,free,3,Need Attention
52160,free,3,Need Attention
52229,free,3,Need Attention
52874,free,3,Need Attention
52893,free,3,Need Attention
53334,free,3,Need Attention
53468,free,3,Need Attention
53663,free,3,Need Attention
54708,free,3,Need Attention
54760,free,3,Need Attention
54815,free,3,Need Attention
54959,free,3,Need Attention
55145,free,3,Need Attention
55450,free,3,Need Attention
55587,free,3,Need Attention
56008,free,3,Need Attention
56418,free,3,Need Attention
56569,free,3,Need Attention
56602,free,3,Need Attention
57716,free,3,Need Attention
57766,free,3,Need Attention
58015,free,3,Need Attention
58616,free,3,Need Attention
58655,free,3,Need Attention
58678,free,3,Need Attention
59015,free,3,Need Attention
59038,free,3,Need Attention
59351,free,3,Need Attention
59373,free,3,Need Attention
59392,free,3,Need Attention
59537,free,3,Need Attention
59703,free,3,Need Attention
59721,free,3,Need Attention
60422,free,3,Need Attention
60662,free,3,Need Attention
60721,free,3,Need Attention
60753,free,3,Need Attention
61098,free,3,Need Attention
61248,free,3,Need Attention
61346,free,3,Need Attention
61533,free,3,Need Attention
61547,free,3,Need Attention
61561,free,3,Need Attention
61615,free,3,Need Attention
61628,free,3,Need Attention
61745,free,3,Need Attention
61767,free,3,Need Attention
61780,free,3,Need Attention
61791,free,3,Need Attention
61916,free,3,Need Attention
62028,free,3,Need Attention
62117,free,3,Need Attention
62262,free,3,Need Attention
62293,free,3,Need Attention
62375,free,3,Need Attention
62593,free,3,Need Attention
62867,free,3,Need Attention
62890,free,3,Need Attention
62911,free,3,Need Attention
62931,free,3,Need Attention
62972,free,3,Need Attention
63066,free,3,Need Attention
63191,free,3,Need Attention
63340,free,3,Need Attention
63356,free,3,Need Attention
63669,free,3,Need Attention
63775,free,3,Need Attention
63829,free,3,Need Attention
63866,free,3,Need Attention
64043,free,3,Need Attention
64064,free,3,Need Attention
64550,free,3,Need Attention
64789,free,3,Need Attention
64894,free,3,Need Attention
64991,free,3,Need Attention
64997,free,3,Need Attention
65022,free,3,Need Attention
65135,free,3,Need Attention
65371,free,3,Need Attention
65385,free,3,Need Attention
65488,free,3,Need Attention
65518,free,3,Need Attention
65558,free,3,Need Attention
65565,free,3,Need Attention
65764,free,3,Need Attention
65938,free,3,Need Attention
66080,free,3,Need Attention
66230,free,3,Need Attention
66273,free,3,Need Attention
66306,free,3,Need Attention
66393,free,3,Need Attention
66450,free,3,Need Attention
66484,free,3,Need Attention
66648,free,3,Need Attention
66682,free,3,Need Attention
66812,free,3,Need Attention
66846,free,3,Need Attention
66848,free,3,Need Attention
67342,free,3,Need Attention
67544,free,3,Need Attention
67670,free,3,Need Attention
67804,free,3,Need Attention
68067,free,3,Need Attention
68254,free,3,Need Attention
68274,free,3,Need Attention
68295,free,3,Need Attention
68317,free,3,Need Attention
68425,free,3,Need Attention
68559,free,3,Need Attention
68595,free,3,Need Attention
68602,free,3,Need Attention
68658,free,3,Need Attention
68787,free,3,Need Attention
68804,free,3,Need Attention
68996,free,3,Need Attention
69292,free,3,Need Attention
69340,free,3,Need Attention
69371,free,3,Need Attention
69547,free,3,Need Attention
69557,free,3,Need Attention
69685,free,3,Need Attention
69715,free,3,Need Attention
69875,free,3,Need Attention
69906,free,3,Need Attention
69912,free,3,Need Attention
70098,free,3,Need Attention
70241,free,3,Need Attention
70251,free,3,Need Attention
70368,free,3,Need Attention
70550,free,3,Need Attention
70586,free,3,Need Attention
70814,free,3,Need Attention
70816,free,3,Need Attention
70956,free,3,Need Attention
71241,free,3,Need Attention
71423,free,3,Need Attention
