OrderID (PK),Transaction Date,UserID (FK),Bill Type,Total Amount
1250,2020-10-14,64134,9K,9000
1309,2020-12-25,71519,XU,45000
8417,2020-09-28,56249,VIP,599000
1311,2020-12-25,103600,XU,149000
1252,2020-10-14,64205,9K,9000
1254,2020-10-14,53400,9K,9000
8418,2020-09-28,56285,VIP,599000
1845,2020-11-25,79656,9K,9000
1314,2020-12-26,101419,XU,149000
1316,2020-12-26,103346,XU,149000
8452,2020-09-28,56214,VIP,599000
8442,2020-09-28,54746,VIP,599000
1324,2020-12-27,104289,XU,149000
1256,2020-10-14,64310,9K,9000
1258,2020-10-14,63387,9K,9000
1260,2020-10-15,63445,9K,9000
8525,2020-09-30,53571,VIP,199000
1262,2020-10-15,62158,9K,9000
1172,2020-12-16,96440,XU,599000
1176,2020-12-16,97028,XU,149000
9042,2020-10-12,56297,VIP,199000
1178,2020-12-16,97272,XU,45000
1264,2020-10-15,46575,9K,9000
1180,2020-12-16,97272,XU,149000
8427,2020-09-28,58050,VIP,159000
1182,2020-12-16,91959,XU,599000
1266,2020-10-15,64479,9K,9000
1268,2020-10-15,55976,9K,9000
8433,2020-09-28,59059,VIP,345000
8441,2020-09-28,56019,VIP,199000
1270,2020-10-15,63367,9K,9000
1184,2020-12-16,92363,XU,45000
1186,2020-12-17,97739,XU,45000
8450,2020-09-28,58095,VIP,159000
1188,2020-12-17,97739,XU,45000
1272,2020-10-16,64728,9K,9000
8458,2020-09-29,43543,VIP,199000
1275,2020-10-16,64814,9K,9000
1277,2020-10-16,64814,9K,9000
1279,2020-10-16,49204,9K,9000
1192,2020-12-18,98699,XU,45000
1194,2020-12-18,98699,XU,45000
1196,2020-12-18,98699,XU,45000
1281,2020-10-17,64728,9K,9000
1204,2020-12-18,60600,XU,599000
8470,2020-09-29,47559,VIP,199000
8496,2020-09-29,58215,VIP,199000
8464,2020-09-29,55436,VIP,599000
1200,2020-12-18,98781,XU,149000
1286,2020-10-17,65210,9K,9000
1288,2020-10-18,55976,9K,9000
8466,2020-09-29,58762,VIP,159000
1290,2020-10-18,65348,9K,9000
1294,2020-10-18,55976,9K,9000
1206,2020-12-18,98955,XU,45000
8488,2020-09-29,59549,VIP,199000
1208,2020-12-18,98961,XU,599000
8507,2020-09-30,59329,VIP,199000
1210,2020-12-19,95193,XU,45000
8518,2020-09-30,56327,VIP,599000
1312,2020-10-20,65980,9K,9000
8472,2020-09-29,59322,VIP,199000
1324,2020-10-21,66264,9K,9000
1296,2020-10-18,55976,9K,9000
1298,2020-10-19,65712,9K,9000
1212,2020-12-19,99169,XU,149000
1220,2020-12-20,99751,XU,149000
8478,2020-09-29,55415,VIP,499000
1230,2020-12-20,95301,XU,149000
8474,2020-09-29,43941,VIP,199000
1232,2020-12-20,52502,XU,599000
1298,2020-12-25,103263,XU,599000
1300,2020-12-25,103263,XU,599000
1300,2020-10-19,63263,9K,9000
8482,2020-09-29,51854,VIP,599000
1302,2020-10-19,58105,9K,9000
1304,2020-10-19,55976,9K,9000
8484,2020-09-29,59475,VIP,199000
8512,2020-09-30,53533,VIP,499000
1306,2020-10-20,65812,9K,9000
1340,2020-12-28,102128,XU,45000
8497,2020-09-30,54339,VIP,599000
1350,2020-12-28,105480,XU,45000
1308,2020-10-20,65833,9K,9000
1310,2020-10-20,60616,9K,9000
8505,2020-09-30,43494,VIP,199000
1314,2020-10-20,44051,9K,9000
1316,2020-10-21,60177,9K,9000
1354,2020-12-29,78935,XU,149000
8508,2020-09-30,57008,VIP,599000
8517,2020-09-30,59709,VIP,159000
1320,2020-10-21,66160,9K,9000
8523,2020-09-30,59722,VIP,199000
1326,2020-10-21,61902,9K,9000
1356,2020-12-29,105845,XU,149000
8530,2020-09-30,52091,VIP,599000
8533,2020-09-30,58519,VIP,199000
1359,2020-12-29,105926,XU,45000
1330,2020-10-22,66467,9K,9000
8535,2020-10-01,55420,VIP,199000
1333,2020-10-22,66624,9K,23000
1335,2020-10-22,55976,9K,9000
8536,2020-10-01,54447,VIP,599000
8551,2020-10-01,59987,VIP,199000
1361,2020-12-29,106057,XU,45000
1363,2020-12-29,97958,XU,149000
8542,2020-10-01,59877,VIP,599000
1365,2020-12-30,106129,XU,45000
1367,2020-12-30,106129,XU,45000
1339,2020-10-23,65032,9K,9000
1341,2020-10-23,66655,9K,9000
1343,2020-10-23,66006,9K,23000
8547,2020-10-01,59980,VIP,345000
8549,2020-10-01,57936,VIP,199000
1345,2020-10-23,62561,9K,9000
1369,2020-12-30,106242,XU,45000
1371,2020-12-30,106242,XU,45000
8554,2020-10-01,56439,VIP,599000
1373,2020-12-30,106242,XU,149000
8557,2020-10-01,50005,VIP,499000
1375,2020-12-30,106371,XU,45000
1377,2020-12-30,106371,XU,45000
1847,2020-11-25,77916,9K,9000
1347,2020-10-24,44051,9K,9000
8560,2020-10-01,57659,VIP,599000
1398,2020-12-31,45593,XU,149000
8562,2020-10-01,57656,VIP,199000
1349,2020-10-24,67313,9K,9000
8597,2020-10-01,54576,VIP,599000
1351,2020-10-24,67498,9K,9000
1353,2020-10-24,67498,9K,9000
1355,2020-10-24,54781,9K,9000
1357,2020-10-24,67603,9K,9000
1359,2020-10-24,54530,9K,9000
1361,2020-10-25,54781,9K,9000
1363,2020-10-25,68059,9K,9000
1365,2020-10-25,68104,9K,9000
1367,2020-10-25,65343,9K,9000
1853,2020-11-26,84201,9K,9000
1369,2020-10-25,60905,9K,9000
1371,2020-10-25,60188,9K,9000
1373,2020-10-26,68608,9K,9000
1375,2020-10-26,68712,9K,9000
1377,2020-10-26,68864,9K,9000
1379,2020-10-26,68797,9K,9000
1383,2020-10-27,60188,9K,9000
1385,2020-10-27,66937,9K,9000
1387,2020-10-27,67615,9K,9000
1389,2020-10-27,54781,9K,9000
1379,2020-12-30,41955,XU,45000
1381,2020-12-30,101419,XU,45000
1383,2020-12-30,106565,XU,45000
1387,2020-12-30,106565,XU,149000
1390,2020-12-30,106019,XU,45000
1394,2020-12-31,103118,XU,149000
1396,2020-12-31,69611,XU,45000
1400,2020-12-31,106371,XU,45000
1402,2020-12-31,84258,XU,149000
1391,2020-10-27,55976,9K,9000
8598,2020-10-01,54937,VIP,599000
1393,2020-10-27,69409,9K,9000
8599,2020-10-01,55558,VIP,599000
1395,2020-10-27,69422,9K,9000
1398,2020-10-28,46887,9K,9000
8600,2020-10-01,56247,VIP,599000
1401,2020-10-28,54825,9K,9000
1403,2020-10-28,60188,9K,9000
8601,2020-10-01,56902,VIP,599000
8602,2020-10-01,54570,VIP,599000
8603,2020-10-01,57378,VIP,599000
1405,2020-10-28,69018,9K,9000
8605,2020-10-01,57864,VIP,499000
1437,2020-10-30,70360,9K,9000
8606,2020-10-01,57730,VIP,599000
1407,2020-10-28,67395,9K,9000
8677,2020-10-03,57982,VIP,499000
1409,2020-10-28,58381,9K,9000
8619,2020-10-02,57993,VIP,499000
1411,2020-10-28,67523,9K,9000
1413,2020-10-28,67395,9K,9000
1415,2020-10-28,67528,9K,9000
1417,2020-10-28,67528,9K,9000
1419,2020-10-28,66719,9K,9000
1421,2020-10-28,47767,9K,9000
8621,2020-10-02,58010,VIP,599000
8623,2020-10-02,57989,VIP,499000
8671,2020-10-03,59221,VIP,199000
1425,2020-10-29,70153,9K,9000
8625,2020-10-02,59342,VIP,159000
1427,2020-10-29,60750,9K,9000
8631,2020-10-02,60304,VIP,199000
8633,2020-10-02,60308,VIP,159000
1431,2020-10-29,60750,9K,9000
8635,2020-10-02,52572,VIP,599000
1433,2020-10-29,63367,9K,9000
1435,2020-10-30,70153,9K,9000
8639,2020-10-02,60414,VIP,159000
1439,2020-10-30,69611,9K,9000
8641,2020-10-02,50362,VIP,199000
1441,2020-10-30,70482,9K,9000
8645,2020-10-02,60339,VIP,199000
8651,2020-10-03,60569,VIP,199000
1443,2020-10-30,70488,9K,9000
1445,2020-10-30,70531,9K,9000
8649,2020-10-03,60392,VIP,199000
1447,2020-10-31,70663,9K,9000
8655,2020-10-03,60399,VIP,159000
1493,2020-11-01,52779,9K,9000
8659,2020-10-03,60307,VIP,199000
8663,2020-10-03,57298,VIP,199000
8665,2020-10-03,60652,VIP,159000
1495,2020-11-02,72706,9K,9000
8669,2020-10-03,60673,VIP,159000
1449,2020-10-31,70482,9K,9000
1451,2020-10-31,70482,9K,9000
8685,2020-10-04,50190,VIP,199000
1453,2020-10-31,71331,9K,9000
8720,2020-10-05,58485,VIP,499000
8688,2020-10-04,58680,VIP,599000
1455,2020-10-31,71695,9K,9000
8692,2020-10-04,58542,VIP,599000
1457,2020-10-31,69409,9K,9000
8925,2020-10-09,60352,VIP,199000
1459,2020-10-31,54836,9K,9000
8728,2020-10-05,61147,VIP,199000
1461,2020-10-31,68406,9K,9000
1463,2020-10-31,67585,9K,9000
8696,2020-10-04,60895,VIP,199000
8698,2020-10-04,60912,VIP,199000
1466,2020-10-31,71677,9K,9000
8701,2020-10-04,60926,VIP,199000
8704,2020-10-04,50410,VIP,199000
1468,2020-11-01,69812,9K,9000
8706,2020-10-04,61007,VIP,199000
8708,2020-10-04,61028,VIP,199000
1470,2020-11-01,70795,9K,9000
8714,2020-10-04,58858,VIP,599000
1472,2020-11-01,72273,9K,9000
8715,2020-10-05,58915,VIP,499000
1474,2020-11-01,66074,9K,9000
8758,2020-10-05,61282,VIP,199000
1476,2020-11-01,72281,9K,9000
1481,2020-11-01,54781,9K,9000
8710,2020-10-04,61040,VIP,199000
1483,2020-11-01,55976,9K,9000
1487,2020-11-01,69409,9K,9000
1489,2020-11-01,70663,9K,9000
8713,2020-10-04,58637,VIP,499000
1497,2020-11-02,46326,9K,9000
8722,2020-10-05,59428,VIP,199000
8726,2020-10-05,60679,VIP,199000
8731,2020-10-05,61008,VIP,199000
1503,2020-11-02,70482,9K,9000
8760,2020-10-05,61295,VIP,199000
8761,2020-10-05,57662,VIP,599000
1505,2020-11-03,73186,9K,9000
1507,2020-11-03,70482,9K,9000
8762,2020-10-05,54304,VIP,599000
8769,2020-10-05,61400,VIP,199000
8778,2020-10-05,58577,VIP,599000
1611,2020-11-09,75266,9K,9000
8780,2020-10-06,61439,VIP,199000
1511,2020-11-03,70482,9K,9000
8785,2020-10-06,61445,VIP,345000
8787,2020-10-06,60661,VIP,159000
1513,2020-11-03,73416,9K,9000
8797,2020-10-06,61497,VIP,199000
1515,2020-11-03,73446,9K,9000
1517,2020-11-03,68406,9K,9000
8801,2020-10-06,51798,VIP,199000
1519,2020-11-03,67395,9K,9000
1521,2020-11-04,69018,9K,9000
1523,2020-11-04,69018,9K,9000
8802,2020-10-06,57016,VIP,599000
1525,2020-11-04,69018,9K,9000
8804,2020-10-06,59634,VIP,199000
8806,2020-10-06,61792,VIP,159000
1529,2020-11-04,73911,9K,9000
8809,2020-10-06,59202,VIP,499000
1541,2020-11-05,67395,9K,9000
1543,2020-11-05,69018,9K,9000
8811,2020-10-06,53806,VIP,599000
1547,2020-11-05,74208,9K,9000
1549,2020-11-05,67395,9K,9000
8813,2020-10-07,60677,VIP,199000
8815,2020-10-07,51658,VIP,199000
1551,2020-11-05,72289,9K,9000
8817,2020-10-07,60698,VIP,199000
8818,2020-10-07,59801,VIP,499000
1553,2020-11-05,74679,9K,9000
8820,2020-10-07,60918,VIP,159000
1557,2020-11-06,56564,9K,9000
1559,2020-11-06,69018,9K,9000
8826,2020-10-07,61103,VIP,199000
8832,2020-10-07,62195,VIP,199000
1561,2020-11-06,55882,9K,9000
1564,2020-11-06,56857,9K,9000
8865,2020-10-08,55387,VIP,199000
1566,2020-11-07,73245,9K,9000
8834,2020-10-07,60706,VIP,199000
8840,2020-10-07,59710,VIP,499000
1568,2020-11-07,41280,9K,9000
1613,2020-11-09,69409,9K,9000
8856,2020-10-08,62067,VIP,199000
1570,2020-11-07,75384,9K,9000
1572,2020-11-07,72561,9K,9000
1574,2020-11-07,53747,9K,9000
8861,2020-10-08,59972,VIP,599000
1576,2020-11-07,72953,9K,9000
8862,2020-10-08,58961,VIP,499000
1578,2020-11-07,75630,9K,9000
8864,2020-10-08,62197,VIP,199000
1580,2020-11-07,70482,9K,9000
8873,2020-10-08,59510,VIP,199000
1582,2020-11-08,70482,9K,9000
8916,2020-10-09,59034,VIP,499000
1591,2020-11-08,76053,9K,9000
1593,2020-11-08,67730,9K,9000
1595,2020-11-08,72199,9K,9000
8926,2020-10-09,59366,VIP,600000
8889,2020-10-08,53955,VIP,199000
1599,2020-11-09,76336,9K,9000
1601,2020-11-09,76403,9K,9000
1603,2020-11-09,70482,9K,9000
8921,2020-10-09,62701,VIP,199000
1609,2020-11-09,64254,9K,9000
8893,2020-10-08,60162,VIP,199000
1615,2020-11-10,76875,9K,9000
1617,2020-11-10,74743,9K,9000
8895,2020-10-08,57576,VIP,199000
1621,2020-11-10,42331,9K,9000
8897,2020-10-08,50348,VIP,199000
8899,2020-10-08,62421,VIP,159000
1627,2020-11-11,77624,9K,9000
8901,2020-10-09,59612,VIP,199000
1629,2020-11-11,72971,9K,9000
1631,2020-11-11,72971,9K,9000
8903,2020-10-09,62598,VIP,345000
8906,2020-10-09,59680,VIP,499000
1633,2020-11-11,67395,9K,9000
8908,2020-10-09,60157,VIP,499000
1635,2020-11-11,46890,9K,9000
8911,2020-10-09,62523,VIP,199000
1637,2020-11-11,77873,9K,9000
8928,2020-10-09,62729,VIP,199000
1639,2020-11-12,78121,9K,9000
8929,2020-10-09,52941,VIP,599000
1641,2020-11-12,70967,9K,9000
8931,2020-10-09,62296,VIP,345000
8933,2020-10-09,62759,VIP,199000
1645,2020-11-12,78330,9K,9000
1647,2020-11-12,78330,9K,9000
1649,2020-11-12,46827,9K,9000
8935,2020-10-09,59734,VIP,599000
8938,2020-10-09,62819,VIP,199000
1657,2020-11-13,66243,9K,9000
8941,2020-10-09,57582,VIP,599000
1659,2020-11-13,66870,9K,9000
8943,2020-10-09,62853,VIP,199000
8945,2020-10-10,62864,VIP,199000
1661,2020-11-13,75153,9K,9000
8954,2020-10-10,62915,VIP,199000
1663,2020-11-14,79104,9K,9000
1665,2020-11-14,75384,9K,9000
8961,2020-10-10,63008,VIP,199000
1667,2020-11-14,78909,9K,9000
8967,2020-10-10,62951,VIP,159000
1669,2020-11-14,79206,9K,9000
1671,2020-11-14,79073,9K,9000
8969,2020-10-10,63060,VIP,199000
1673,2020-11-14,73782,9K,9000
8971,2020-10-10,62277,VIP,159000
8976,2020-10-11,60702,VIP,599000
8980,2020-10-11,63204,VIP,199000
1679,2020-11-15,77462,9K,9000
8982,2020-10-11,63229,VIP,199000
1681,2020-11-15,79717,9K,9000
8984,2020-10-11,61834,VIP,599000
1683,2020-11-15,77686,9K,9000
8985,2020-10-11,59024,VIP,499000
1691,2020-11-16,79121,9K,9000
8990,2020-10-11,63213,VIP,159000
1693,2020-11-16,77978,9K,9000
1695,2020-11-16,77978,9K,9000
8996,2020-10-11,59213,VIP,499000
9000,2020-10-11,57075,VIP,345000
1697,2020-11-16,80512,9K,9000
1699,2020-11-16,80512,9K,9000
1701,2020-11-17,77978,9K,9000
1703,2020-11-17,77978,9K,9000
9002,2020-10-11,50189,VIP,199000
9003,2020-10-11,60830,VIP,599000
1707,2020-11-17,57245,9K,9000
9008,2020-10-12,58941,VIP,599000
1711,2020-11-17,57245,9K,9000
9014,2020-10-12,53476,VIP,199000
1713,2020-11-18,75762,9K,9000
1715,2020-11-18,77978,9K,9000
1717,2020-11-18,77978,9K,9000
9016,2020-10-12,56766,VIP,599000
9019,2020-10-12,60854,VIP,499000
1719,2020-11-18,81565,9K,9000
9021,2020-10-12,46856,VIP,199000
1721,2020-11-18,80775,9K,9000
9025,2020-10-12,62224,VIP,199000
9030,2020-10-12,61573,VIP,200000
1723,2020-11-18,75702,9K,9000
9035,2020-10-12,56256,VIP,199000
1885,2020-11-27,79660,9K,9000
9049,2020-10-13,63763,VIP,199000
1727,2020-11-18,57245,9K,9000
1729,2020-11-19,78480,9K,9000
9051,2020-10-13,63776,VIP,199000
1731,2020-11-19,79640,9K,9000
9053,2020-10-13,63808,VIP,199000
1733,2020-11-19,81896,9K,9000
9059,2020-10-13,59229,VIP,599000
1735,2020-11-19,81824,9K,9000
9071,2020-10-13,41094,VIP,199000
1737,2020-11-19,80868,9K,9000
1742,2020-11-19,81383,9K,9000
9080,2020-10-13,53889,VIP,599000
1744,2020-11-19,82035,9K,9000
9069,2020-10-13,62227,VIP,199000
9074,2020-10-13,48985,VIP,199000
1746,2020-11-19,82099,9K,9000
1748,2020-11-19,81221,9K,9000
9075,2020-10-13,61668,VIP,499000
9102,2020-10-14,64130,VIP,199000
1750,2020-11-20,82391,9K,9000
1752,2020-11-20,55268,9K,9000
9083,2020-10-14,59048,VIP,199000
1754,2020-11-20,82763,9K,9000
1756,2020-11-20,82769,9K,9000
9093,2020-10-14,62641,VIP,199000
9121,2020-10-14,60684,VIP,199000
9087,2020-10-14,64078,VIP,199000
9091,2020-10-14,62072,VIP,199000
1870,2020-11-27,86133,9K,9000
9095,2020-10-14,63304,VIP,159000
1760,2020-11-21,82953,9K,9000
9096,2020-10-14,64090,VIP,280000
1762,2020-11-21,82769,9K,9000
1764,2020-11-21,82769,9K,9000
9104,2020-10-14,59169,VIP,499000
1768,2020-11-21,83132,9K,9000
9105,2020-10-14,62104,VIP,599000
1766,2020-11-21,73544,9K,9000
9113,2020-10-14,63570,VIP,159000
1770,2020-11-21,83173,9K,9000
9109,2020-10-14,64304,VIP,199000
1774,2020-11-21,82462,9K,9000
9111,2020-10-14,63473,VIP,159000
1776,2020-11-21,82769,9K,9000
9166,2020-10-15,61185,VIP,199000
9117,2020-10-14,64362,VIP,199000
1778,2020-11-21,53932,9K,9000
9118,2020-10-14,49185,VIP,599000
1780,2020-11-21,71394,9K,9000
9125,2020-10-14,61091,VIP,199000
9129,2020-10-15,62150,VIP,920000
9131,2020-10-15,60716,VIP,199000
1782,2020-11-21,83467,9K,9000
9135,2020-10-15,61056,VIP,599000
1784,2020-11-21,46890,9K,9000
1786,2020-11-22,82769,9K,9000
9142,2020-10-15,41014,VIP,199000
1788,2020-11-22,52074,9K,9000
1790,2020-11-22,82769,9K,9000
1794,2020-11-22,61666,9K,9000
9144,2020-10-15,64515,VIP,199000
9146,2020-10-15,62225,VIP,599000
1806,2020-11-23,84382,9K,9000
9147,2020-10-15,61499,VIP,499000
9150,2020-10-15,60773,VIP,599000
1808,2020-11-23,84410,9K,9000
1810,2020-11-23,48182,9K,9000
9152,2020-10-15,60485,VIP,199000
9158,2020-10-15,63360,VIP,199000
1812,2020-11-23,84511,9K,9000
9160,2020-10-15,56442,VIP,199000
9162,2020-10-15,62317,VIP,199000
1814,2020-11-23,84525,9K,9000
9178,2020-10-16,64792,VIP,199000
1816,2020-11-23,82834,9K,9000
1818,2020-11-23,82834,9K,9000
9188,2020-10-16,64863,VIP,199000
1820,2020-11-24,84410,9K,9000
9191,2020-10-16,64865,VIP,199000
9197,2020-10-16,48764,VIP,599000
1822,2020-11-24,84621,9K,9000
9199,2020-10-16,60150,VIP,599000
9206,2020-10-17,61228,VIP,599000
1828,2020-11-24,84090,9K,9000
9209,2020-10-17,64486,VIP,199000
9218,2020-10-17,61491,VIP,599000
9224,2020-10-17,55043,VIP,599000
1833,2020-11-25,84959,9K,9000
9221,2020-10-17,62878,VIP,599000
9226,2020-10-17,65141,VIP,199000
1835,2020-11-25,85186,9K,9000
9229,2020-10-17,64728,VIP,199000
9313,2020-10-20,41057,VIP,599000
1837,2020-11-25,85198,9K,9000
9337,2020-10-21,64122,VIP,199000
9383,2020-10-22,65435,VIP,199000
1839,2020-11-25,84918,9K,9000
9353,2020-10-21,65082,VIP,199000
1841,2020-11-25,64305,9K,9000
9349,2020-10-21,65017,VIP,420000
9398,2020-10-23,62242,VIP,345000
9248,2020-10-17,62826,VIP,499000
9445,2020-10-24,65027,VIP,599000
9377,2020-10-22,60575,VIP,599000
1851,2020-11-26,82763,9K,9000
9266,2020-10-18,62539,VIP,199000
1858,2020-11-26,85967,9K,9000
9321,2020-10-20,59558,VIP,599000
9373,2020-10-22,55621,VIP,200000
1861,2020-11-27,86049,9K,9000
9297,2020-10-19,47104,VIP,199000
1887,2020-11-27,86329,9K,9000
9399,2020-10-23,64732,VIP,599000
9261,2020-10-18,62920,VIP,599000
9277,2020-10-19,61320,VIP,499000
9360,2020-10-21,61405,VIP,599000
9263,2020-10-18,64814,VIP,199000
9394,2020-10-22,64372,VIP,599000
9272,2020-10-18,65502,VIP,199000
1889,2020-11-27,83588,9K,9000
9345,2020-10-21,65903,VIP,199000
1891,2020-11-28,86546,9K,9000
1893,2020-11-28,57718,9K,9000
9404,2020-10-23,66858,VIP,199000
9357,2020-10-21,65147,VIP,199000
9250,2020-10-18,61938,VIP,599000
9260,2020-10-18,65326,VIP,345000
9287,2020-10-19,65587,VIP,199000
1895,2020-11-28,86653,9K,9000
1897,2020-11-28,52422,9K,9000
1901,2020-11-29,44112,9K,9000
1903,2020-11-29,72971,9K,9000
9386,2020-10-22,59433,VIP,599000
9402,2020-10-23,64479,VIP,599000
9319,2020-10-20,65151,VIP,159000
9251,2020-10-18,62872,VIP,599000
1905,2020-11-29,86963,9K,9000
1907,2020-11-29,67395,9K,9000
9368,2020-10-22,64393,VIP,499000
1909,2020-11-29,67395,9K,9000
9283,2020-10-19,62610,VIP,499000
9288,2020-10-19,63413,VIP,599000
9407,2020-10-23,66881,VIP,199000
9290,2020-10-19,61383,VIP,599000
9258,2020-10-18,63284,VIP,599000
1911,2020-11-29,87097,9K,9000
9332,2020-10-21,64075,VIP,499000
1917,2020-11-29,87144,9K,9000
9355,2020-10-21,66372,VIP,199000
1923,2020-11-29,87103,9K,9000
9267,2020-10-18,62664,VIP,599000
9381,2020-10-22,66537,VIP,345000
9270,2020-10-18,59934,VIP,199000
1913,2020-11-29,87143,9K,9000
1915,2020-11-29,87143,9K,9000
9291,2020-10-19,64447,VIP,599000
1921,2020-11-29,87176,9K,9000
1933,2020-11-30,87176,9K,9000
9305,2020-10-19,61878,VIP,599000
1925,2020-11-29,87272,9K,9000
9331,2020-10-21,66068,VIP,199000
9342,2020-10-21,64823,VIP,199000
9333,2020-10-21,63784,VIP,599000
9335,2020-10-21,65146,VIP,199000
9340,2020-10-21,66158,VIP,159000
1927,2020-11-30,86136,9K,9000
9351,2020-10-21,65724,VIP,159000
9393,2020-10-22,66701,VIP,199000
1939,2020-11-30,87658,9K,9000
9362,2020-10-22,66264,VIP,199000
9365,2020-10-22,64493,VIP,599000
1930,2020-11-30,84146,9K,9000
9411,2020-10-23,64290,VIP,599000
9421,2020-10-23,67132,VIP,199000
9440,2020-10-24,63898,VIP,599000
1935,2020-11-30,87433,9K,9000
9424,2020-10-23,64658,VIP,599000
9439,2020-10-24,64839,VIP,599000
9427,2020-10-23,41728,VIP,159000
9431,2020-10-24,66160,VIP,159000
9442,2020-10-24,67463,VIP,345000
1947,2020-11-30,55674,9K,9000
1949,2020-11-30,61666,9K,9000
9433,2020-10-24,67295,VIP,199000
9444,2020-10-24,67470,VIP,199000
9447,2020-10-24,67442,VIP,199000
1951,2020-12-01,85771,9K,9000
9434,2020-10-24,63401,VIP,499000
9448,2020-10-24,61790,VIP,599000
9450,2020-10-24,67532,VIP,345000
9436,2020-10-24,49995,VIP,199000
1973,2020-12-03,89131,9K,9000
9474,2020-10-25,63719,VIP,599000
1953,2020-12-01,87414,9K,9000
1955,2020-12-01,86136,9K,9000
9452,2020-10-24,58585,VIP,599000
9454,2020-10-24,65232,VIP,199000
9460,2020-10-24,66673,VIP,159000
9476,2020-10-25,64205,VIP,499000
1957,2020-12-01,88163,9K,9000
9462,2020-10-24,67634,VIP,199000
9477,2020-10-25,60267,VIP,599000
1959,2020-12-01,88127,9K,9000
9479,2020-10-25,67914,VIP,199000
1961,2020-12-01,86019,9K,9000
9480,2020-10-25,41989,VIP,199000
9497,2020-10-25,68080,VIP,199000
9482,2020-10-25,67387,VIP,159000
9498,2020-10-25,64754,VIP,499000
1963,2020-12-01,87941,9K,9000
9487,2020-10-25,57271,VIP,599000
9500,2020-10-25,66152,VIP,199000
9492,2020-10-25,46680,VIP,199000
1965,2020-12-02,88382,9K,9000
9493,2020-10-25,64827,VIP,599000
1967,2020-12-02,88469,9K,9000
9523,2020-10-26,64171,VIP,599000
1969,2020-12-02,48182,9K,9000
9501,2020-10-25,65311,VIP,599000
9503,2020-10-25,66321,VIP,199000
9527,2020-10-26,63429,VIP,199000
9504,2020-10-25,64780,VIP,499000
9505,2020-10-25,63283,VIP,599000
9529,2020-10-26,66569,VIP,199000
9510,2020-10-25,67498,VIP,199000
1971,2020-12-03,88982,9K,9000
9530,2020-10-26,68682,VIP,420000
9531,2020-10-26,52317,VIP,599000
9514,2020-10-25,68401,VIP,199000
1975,2020-12-03,88760,9K,9000
9533,2020-10-26,66601,VIP,159000
1977,2020-12-03,88760,9K,9000
9516,2020-10-25,48222,VIP,199000
9535,2020-10-26,68864,VIP,199000
9518,2020-10-25,66038,VIP,345000
1979,2020-12-03,80307,9K,9000
9537,2020-10-26,68868,VIP,199000
1981,2020-12-04,75266,9K,9000
1983,2020-12-04,75266,9K,9000
9538,2020-10-26,65826,VIP,599000
1985,2020-12-04,84758,9K,9000
9522,2020-10-26,62226,VIP,199000
9565,2020-10-27,69228,VIP,199000
9545,2020-10-26,63120,VIP,599000
9546,2020-10-27,64937,VIP,499000
1987,2020-12-04,82343,9K,9000
1989,2020-12-04,61899,9K,9000
2009,2020-12-06,80298,9K,9000
1991,2020-12-04,61899,9K,9000
1993,2020-12-04,78621,9K,9000
9571,2020-10-27,69254,VIP,276000
1995,2020-12-04,78799,9K,9000
9547,2020-10-27,65657,VIP,499000
9572,2020-10-27,64969,VIP,599000
9549,2020-10-27,68957,VIP,159000
1997,2020-12-04,51191,9K,9000
9573,2020-10-27,64610,VIP,599000
9551,2020-10-27,68739,VIP,276000
9585,2020-10-27,65343,VIP,159000
9553,2020-10-27,66863,VIP,199000
1999,2020-12-04,84467,9K,9000
2001,2020-12-05,63263,9K,9000
9587,2020-10-27,54714,VIP,199000
2003,2020-12-05,89552,9K,9000
9589,2020-10-27,67397,VIP,159000
9557,2020-10-27,66840,VIP,420000
9591,2020-10-27,68797,VIP,199000
9559,2020-10-27,66229,VIP,199000
2005,2020-12-05,81050,9K,9000
9593,2020-10-27,65238,VIP,499000
2007,2020-12-06,84146,9K,9000
9597,2020-10-27,68831,VIP,159000
9599,2020-10-27,41003,VIP,599000
9601,2020-10-27,64538,VIP,599000
9607,2020-10-28,41655,VIP,159000
9603,2020-10-28,60169,VIP,199000
9611,2020-10-28,69496,VIP,199000
2011,2020-12-06,90561,9K,9000
2013,2020-12-06,87097,9K,9000
2015,2020-12-06,72971,9K,9000
9754,2020-11-01,72460,VIP,199000
2017,2020-12-06,84090,9K,9000
9626,2020-10-28,59892,VIP,199000
2046,2020-12-07,91521,9K,9000
2059,2020-12-08,89552,9K,9000
9616,2020-10-28,47461,VIP,420000
9628,2020-10-28,69760,VIP,159000
9633,2020-10-29,66491,VIP,499000
9639,2020-10-29,69325,VIP,199000
9643,2020-10-29,68209,VIP,199000
2053,2020-12-08,91656,9K,9000
9641,2020-10-29,67920,VIP,159000
9645,2020-10-29,67021,VIP,199000
9646,2020-10-29,68109,VIP,420000
2022,2020-12-06,86019,9K,9000
9648,2020-10-29,66988,VIP,199000
9668,2020-10-30,68788,VIP,159000
9652,2020-10-29,64484,VIP,199000
2024,2020-12-06,90965,9K,9000
9676,2020-10-30,70345,VIP,199000
2026,2020-12-06,85771,9K,9000
9654,2020-10-29,66205,VIP,199000
9655,2020-10-30,66485,VIP,499000
9677,2020-10-30,53875,VIP,599000
9664,2020-10-30,58723,VIP,199000
2038,2020-12-07,90427,9K,9000
